phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,method_group,ablation_flag,seed,tier,eval_budget,walltime_cap_s,status
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,10,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,11,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,12,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,13,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,14,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,15,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,16,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,17,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,18,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,19,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S1_balanced,A2_NoJDE,ablation,nojde,20,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,1,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,2,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,3,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,4,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,5,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,6,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,7,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,8,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,9,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,10,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,11,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,12,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,13,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,14,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,15,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,16,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,17,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,18,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,19,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,20,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,1,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,2,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,3,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,4,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,5,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,6,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,7,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,8,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,9,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,10,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,11,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,12,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,13,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,14,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,15,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,16,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,17,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,18,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,19,large,80100,7200,planned
main,hg,400,C2_4_1,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,20,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,1,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,2,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,3,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,4,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,5,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,6,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,7,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,8,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,9,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,10,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,11,large,80100,7200,planned
main,hg,400,C2_4_5,clustered,S1_balanced,A2_NoJDE,ablation,nojde,12,large,80100,7200,planned
