phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,method_group,ablation_flag,seed,tier,eval_budget,walltime_cap_s,status
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,C201,clustered,S2_peak_dirty,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,6,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,7,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,8,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,9,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,10,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,11,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,12,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,C201,clustered,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,6,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,7,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,8,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,9,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,10,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,11,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,12,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,R201,random,S1_balanced,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,6,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,7,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,8,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,9,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,10,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,11,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,12,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,R201,random,S2_peak_dirty,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,6,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,7,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,8,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,9,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,10,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,11,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,12,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,R201,random,S3_mixed_fleet_arc,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,6,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,7,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,8,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,9,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,10,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,11,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,12,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,13,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,14,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,15,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,16,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,17,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,18,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,19,small,25050,1800,planned
main,solomon,100,RC201,mixed,S1_balanced,A2_NoJDE,ablation,nojde,20,small,25050,1800,planned
main,solomon,100,RC201,mixed,S2_peak_dirty,A2_NoJDE,ablation,nojde,1,small,25050,1800,planned
main,solomon,100,RC201,mixed,S2_peak_dirty,A2_NoJDE,ablation,nojde,2,small,25050,1800,planned
main,solomon,100,RC201,mixed,S2_peak_dirty,A2_NoJDE,ablation,nojde,3,small,25050,1800,planned
main,solomon,100,RC201,mixed,S2_peak_dirty,A2_NoJDE,ablation,nojde,4,small,25050,1800,planned
main,solomon,100,RC201,mixed,S2_peak_dirty,A2_NoJDE,ablation,nojde,5,small,25050,1800,planned
